Id,dist,bodymass
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,0,0
273,0,0
274,0,0
275,0,0
276,0,0
277,0,0
278,5,302000
279,5,302000
280,0,0
281,5,302000
282,5,302000
283,0,0
284,0,0
285,0,0
286,0,0
287,0,0
288,0,0
289,0,0
290,0,0
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,0
298,0,0
299,0,0
300,0,0
301,0,0
302,0,0
303,0,0
304,0,0
305,0,0
306,0,0
307,0,0
308,0,0
309,0,0
310,0,0
311,0,0
312,0,0
313,0,0
314,0,0
315,0,0
316,0,0
317,5,302000
318,5,302000
319,5,302000
320,5,302000
321,5,302000
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,0,0
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,0,0
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,180,216625
357,5,302000
358,5,302000
359,5,302000
360,5,302000
361,5,302000
362,5,302000
363,5,302000
364,0,0
365,0,0
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,0
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,180,216625
398,180,216625
399,5,302000
400,180,216625
401,180,131250
402,180,131250
403,180,131250
404,180,216625
405,5,302000
406,5,302000
407,6,205200
408,6,205200
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
426,0,0
427,0,0
428,0,0
429,0,0
430,0,0
431,0,0
432,101.7,53000
433,101.7,53000
434,101.7,53000
435,0,0
436,0,0
437,0,0
438,0,0
439,0,0
440,101.7,53000
441,180,216625
442,180,216625
443,180,216625
444,180,216625
445,180,216625
446,0,0
447,180,216625
448,180,216625
449,180,131250
450,180,131250
451,180,216625
452,180,180550
453,180,180550
454,6,205200
455,6,205200
456,6,205200
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,0,0
464,0,0
465,0,0
466,0,0
467,0,0
468,0,0
469,0,0
470,0,0
471,0,0
472,0,0
473,0,0
474,0,0
475,0,0
476,0,0
477,0,0
478,0,0
479,0,0
480,101.7,53000
481,101.7,53000
482,101.7,53000
483,101.7,53000
484,101.7,53000
485,101.7,53000
486,101.7,53000
487,101.7,53000
488,101.7,53000
489,0,0
490,180,131250
491,180,131250
492,180,131250
493,180,131250
494,180,131250
495,180,131250
496,180,131250
497,180,131250
498,180,131250
499,180,216625
500,180,216625
501,180,216625
502,180,216625
503,5,302000
504,5,302000
505,5,302000
506,5,302000
507,5,302000
508,5,302000
509,5,302000
510,0,0
511,180,131250
512,180,216625
513,180,216625
514,180,131250
515,180,131250
516,180,131250
517,180,180550
518,180,180550
519,6,205200
520,6,205200
521,5,302000
522,0,0
523,0,0
524,0,0
525,0,0
526,0,0
527,0,0
528,0,0
529,0,0
530,0,0
531,0,0
532,0,0
533,0,0
534,0,0
535,0,0
536,0,0
537,0,0
538,0,0
539,0,0
540,0,0
541,0,0
542,0,0
543,0,0
544,0,0
545,101.7,53000
546,101.7,53000
547,101.7,53000
548,101.7,53000
549,101.7,53000
550,101.7,53000
551,101.7,53000
552,101.7,53000
553,101.7,53000
554,101.7,53000
555,0,0
556,50,546250
557,0,0
558,0,0
559,0,0
560,0,0
561,0,0
562,0,0
563,0,0
564,0,0
565,0,0
566,0,0
567,0,0
568,0,0
569,0,0
570,5,302000
571,5,302000
572,5,302000
573,5,302000
574,5,302000
575,5,302000
576,5,302000
577,5,302000
578,0,0
579,0,0
580,0,0
581,180,131250
582,180,216625
583,180,216625
584,180,131250
585,180,131250
586,180,131250
587,180,216625
588,180,180550
589,6,205200
590,6,205200
591,0,0
592,0,0
593,0,0
594,0,0
595,0,0
596,0,0
597,0,0
598,0,0
599,0,0
600,0,0
601,0,0
602,0,0
603,0,0
604,0,0
605,0,0
606,0,0
607,0,0
608,0,0
609,0,0
610,0,0
611,0,0
612,0,0
613,0,0
614,0,0
615,101.7,53000
616,101.7,53000
617,101.7,53000
618,101.7,53000
619,101.7,53000
620,101.7,53000
621,101.7,53000
622,101.7,53000
623,101.7,53000
624,101.7,53000
625,50,546250
626,50,546250
627,0,0
628,0,0
629,0,0
630,0,0
631,0,0
632,0,0
633,0,0
634,0,0
635,0,0
636,0,0
637,0,0
638,0,0
639,0,0
640,0,0
641,0,0
642,0,0
643,0,0
644,5,302000
645,5,302000
646,5,302000
647,5,302000
648,5,302000
649,0,0
650,0,0
651,0,0
652,180,131250
653,180,216625
654,180,216625
655,180,131250
656,180,131250
657,180,131250
658,180,216625
659,180,180550
660,6,205200
661,5,302000
662,5,302000
663,5,302000
664,0,0
665,0,0
666,0,0
667,0,0
668,0,0
669,0,0
670,0,0
671,0,0
672,0,0
673,0,0
674,0,0
675,0,0
676,0,0
677,0,0
678,0,0
679,0,0
680,0,0
681,0,0
682,0,0
683,0,0
684,0,0
685,0,0
686,101.7,53000
687,101.7,53000
688,101.7,53000
689,101.7,53000
690,101.7,53000
691,101.7,53000
692,101.7,53000
693,101.7,53000
694,50,546250
695,50,546250
696,0,0
697,0,0
698,50,546250
699,50,546250
700,50,546250
701,0,0
702,0,0
703,0,0
704,0,0
705,0,0
706,0,0
707,0,0
708,0,0
709,0,0
710,0,0
711,0,0
712,0,0
713,0,0
714,0,0
715,0,0
716,5,302000
717,5,302000
718,5,302000
719,5,302000
720,0,0
721,0,0
722,0,0
723,180,131250
724,180,216625
725,180,216625
726,180,131250
727,180,131250
728,180,131250
729,180,131250
730,180,180550
731,6,205200
732,6,205200
733,5,302000
734,5,302000
735,5,302000
736,0,0
737,0,0
738,0,0
739,0,0
740,0,0
741,0,0
742,0,0
743,0,0
744,0,0
745,0,0
746,0,0
747,0,0
748,0,0
749,0,0
750,0,0
751,0,0
752,0,0
753,0,0
754,0,0
755,0,0
756,0,0
757,0,0
758,101.7,53000
759,101.7,53000
760,101.7,53000
761,101.7,53000
762,101.7,53000
763,101.7,53000
764,0,0
765,0,0
766,0,0
767,0,0
768,0,0
769,50,546250
770,50,546250
771,0,0
772,0,0
773,0,0
774,0,0
775,0,0
776,0,0
777,0,0
778,0,0
779,0,0
780,0,0
781,0,0
782,0,0
783,0,0
784,0,0
785,0,0
786,0,0
787,5,302000
788,5,302000
789,5,302000
790,5,302000
791,0,0
792,0,0
793,0,0
794,0,0
795,180,131250
796,180,131250
797,180,131250
798,180,131250
799,180,131250
800,180,131250
801,180,131250
802,6,205200
803,6,205200
804,6,205200
805,5,302000
806,5,302000
807,0,0
808,0,0
809,0,0
810,0,0
811,0,0
812,0,0
813,0,0
814,0,0
815,0,0
816,0,0
817,0,0
818,0,0
819,0,0
820,0,0
821,0,0
822,0,0
823,0,0
824,0,0
825,0,0
826,0,0
827,0,0
828,0,0
829,0,0
830,101.7,53000
831,101.7,53000
832,101.7,53000
833,101.7,53000
834,101.7,53000
835,0,0
836,0,0
837,0,0
838,0,0
839,0,0
840,0,0
841,0,0
842,50,546250
843,50,546250
844,50,546250
845,50,546250
846,50,546250
847,0,0
848,0,0
849,0,0
850,0,0
851,0,0
852,0,0
853,0,0
854,0,0
855,0,0
856,0,0
857,0,0
858,0,0
859,0,0
860,5,302000
861,5,302000
862,5,302000
863,5,302000
864,0,0
865,0,0
866,0,0
867,0,0
868,180,131250
869,180,131250
870,180,131250
871,180,131250
872,180,131250
873,180,131250
874,0,0
875,6,205200
876,6,205200
877,6,205200
878,6,205200
879,5,302000
880,5,302000
881,0,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,0
890,0,0
891,0,0
892,0,0
893,0,0
894,0,0
895,0,0
896,0,0
897,0,0
898,0,0
899,0,0
900,0,0
901,0,0
902,0,0
903,0,0
904,0,0
905,0,0
906,0,0
907,0,0
908,0,0
909,0,0
910,50,546250
911,50,546250
912,50,546250
913,0,0
914,0,0
915,0,0
916,0,0
917,0,0
918,0,0
919,50,546250
920,50,546250
921,0,0
922,50,546250
923,50,546250
924,0,0
925,0,0
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0,0
937,5,302000
938,5,302000
939,5,302000
940,5,302000
941,0,0
942,0,0
943,0,0
944,0,0
945,0,0
946,0,0
947,0,0
948,0,0
949,0,0
950,0,0
951,0,0
952,5,302000
953,5,302000
954,6,205200
955,6,205200
956,5,302000
957,5,302000
958,5,302000
959,0,0
960,0,0
961,0,0
962,0,0
963,0,0
964,0,0
965,0,0
966,0,0
967,0,0
968,0,0
969,0,0
970,0,0
971,0,0
972,0,0
973,0,0
974,0,0
975,0,0
976,0,0
977,0,0
978,0,0
979,0,0
980,0,0
981,0,0
982,0,0
983,0,0
984,0,0
985,0,0
986,0,0
987,50,546250
988,50,546250
989,0,0
990,0,0
991,0,0
992,0,0
993,0,0
994,0,0
995,0,0
996,0,0
997,0,0
998,0,0
999,50,546250
1000,50,546250
1001,50,546250
1002,0,0
1003,0,0
1004,0,0
1005,0,0
1006,0,0
1007,0,0
1008,0,0
1009,0,0
1010,0,0
1011,0,0
1012,0,0
1013,0,0
1014,0,0
1015,5,302000
1016,5,302000
1017,5,302000
1018,0,0
1019,0,0
1020,0,0
1021,0,0
1022,0,0
1023,0,0
1024,0,0
1025,0,0
1026,0,0
1027,0,0
1028,0,0
1029,180,131250
1030,180,162083.3333
1031,180,148662.5
1032,180,148662.5
1033,6,205200
1034,6,205200
1035,5,302000
1036,0,0
1037,0,0
1038,0,0
1039,5,302000
1040,5,302000
1041,0,0
1042,0,0
1043,0,0
1044,0,0
1045,0,0
1046,0,0
1047,0,0
1048,0,0
1049,0,0
1050,0,0
1051,0,0
1052,0,0
1053,0,0
1054,0,0
1055,0,0
1056,0,0
1057,0,0
1058,0,0
1059,0,0
1060,0,0
1061,0,0
1062,0,0
1063,0,0
1064,0,0
1065,0,0
1066,0,0
1067,0,0
1068,0,0
1069,0,0
1070,0,0
1071,0,0
1072,0,0
1073,0,0
1074,50,546250
1075,50,546250
1076,0,0
1077,50,546250
1078,50,546250
1079,0,0
1080,0,0
1081,0,0
1082,0,0
1083,0,0
1084,0,0
1085,0,0
1086,0,0
1087,0,0
1088,0,0
1089,0,0
1090,0,0
1091,0,0
1092,0,0
1093,0,0
1094,0,0
1095,0,0
1096,0,0
1097,0,0
1098,0,0
1099,0,0
1100,0,0
1101,0,0
1102,0,0
1103,0,0
1104,0,0
1105,180,92125
1106,180,162083.3333
1107,180,148662.5
1108,180,148662.5
1109,180,180550
1110,6,205200
1111,5,302000
1112,5,302000
1113,5,302000
1114,5,302000
1115,5,302000
1116,5,302000
1117,5,302000
1118,0,0
1119,0,0
1120,0,0
1121,0,0
1122,0,0
1123,0,0
1124,0,0
1125,0,0
1126,0,0
1127,0,0
1128,0,0
1129,0,0
1130,0,0
1131,0,0
1132,0,0
1133,0,0
1134,0,0
1135,0,0
1136,0,0
1137,0,0
1138,0,0
1139,0,0
1140,0,0
1141,0,0
1142,0,0
1143,0,0
1144,0,0
1145,0,0
1146,0,0
1147,0,0
1148,0,0
1149,0,0
1150,50,546250
1151,50,546250
1152,50,546250
1153,50,546250
1154,50,546250
1155,50,546250
1156,50,546250
1157,0,0
1158,0,0
1159,0,0
1160,0,0
1161,0,0
1162,0,0
1163,0,0
1164,0,0
1165,0,0
1166,0,0
1167,0,0
1168,0,0
1169,0,0
1170,0,0
1171,0,0
1172,0,0
1173,0,0
1174,0,0
1175,0,0
1176,0,0
1177,0,0
1178,0,0
1179,0,0
1180,0,0
1181,180,92125
1182,180,92125
1183,180,162083.3333
1184,180,148662.5
1185,180,148662.5
1186,180,180550
1187,5,302000
1188,5,302000
1189,5,302000
1190,6,205200
1191,6,205200
1192,6,205200
1193,6,205200
1194,5,302000
1195,0,0
1196,0,0
1197,0,0
1198,0,0
1199,0,0
1200,0,0
1201,0,0
1202,0,0
1203,0,0
1204,0,0
1205,0,0
1206,0,0
1207,0,0
1208,0,0
1209,0,0
1210,0,0
1211,0,0
1212,0,0
1213,0,0
1214,0,0
1215,0,0
1216,0,0
1217,50,546250
1218,50,546250
1219,50,546250
1220,50,546250
1221,50,546250
1222,50,546250
1223,0,0
1224,50,546250
1225,50,546250
1226,50,546250
1227,50,546250
1228,50,546250
1229,50,546250
1230,50,546250
1231,50,546250
1232,50,546250
1233,50,546250
1234,50,546250
1235,50,546250
1236,0,0
1237,0,0
1238,0,0
1239,0,0
1240,0,0
1241,0,0
1242,0,0
1243,0,0
1244,0,0
1245,0,0
1246,0,0
1247,0,0
1248,0,0
1249,0,0
1250,0,0
1251,0,0
1252,0,0
1253,0,0
1254,0,0
1255,0,0
1256,0,0
1257,180,131250
1258,180,92125
1259,180,162083.3333
1260,180,148662.5
1261,180,162083.3333
1262,180,131250
1263,0,0
1264,0,0
1265,5,302000
1266,6,205200
1267,6,205200
1268,6,205200
1269,6,205200
1270,5,302000
1271,0,0
1272,0,0
1273,0,0
1274,0,0
1275,0,0
1276,0,0
1277,0,0
1278,0,0
1279,0,0
1280,0,0
1281,0,0
1282,0,0
1283,0,0
1284,0,0
1285,0,0
1286,0,0
1287,0,0
1288,0,0
1289,0,0
1290,0,0
1291,50,546250
1292,50,546250
1293,50,546250
1294,50,546250
1295,50,546250
1296,50,546250
1297,50,546250
1298,50,546250
1299,50,546250
1300,50,546250
1301,50,546250
1302,50,546250
1303,50,546250
1304,50,546250
1305,50,546250
1306,50,546250
1307,50,546250
1308,50,546250
1309,50,546250
1310,50,546250
1311,50,546250
1312,0,0
1313,0,0
1314,0,0
1315,0,0
1316,0,0
1317,0,0
1318,0,0
1319,0,0
1320,0,0
1321,0,0
1322,0,0
1323,0,0
1324,0,0
1325,0,0
1326,0,0
1327,0,0
1328,0,0
1329,0,0
1330,0,0
1331,0,0
1332,0,0
1333,0,0
1334,180,92125
1335,180,92125
1336,180,92125
1337,180,92125
1338,180,131250
1339,0,0
1340,0,0
1341,0,0
1342,0,0
1343,0,0
1344,0,0
1345,0,0
1346,0,0
1347,0,0
1348,0,0
1349,0,0
1350,0,0
1351,0,0
1352,0,0
1353,0,0
1354,0,0
1355,0,0
1356,0,0
1357,0,0
1358,0,0
1359,0,0
1360,0,0
1361,0,0
1362,0,0
1363,0,0
1364,0,0
1365,100,338125
1366,100,338125
1367,50,546250
1368,50,546250
1369,50,546250
1370,50,546250
1371,50,546250
1372,50,546250
1373,50,546250
1374,50,546250
1375,50,546250
1376,50,546250
1377,50,546250
1378,50,546250
1379,50,546250
1380,50,546250
1381,50,546250
1382,50,546250
1383,50,546250
1384,50,546250
1385,50,546250
1386,50,546250
1387,50,546250
1388,50,546250
1389,0,0
1390,0,0
1391,0,0
1392,0,0
1393,0,0
1394,0,0
1395,0,0
1396,0,0
1397,0,0
1398,0,0
1399,0,0
1400,0,0
1401,0,0
1402,0,0
1403,0,0
1404,0,0
1405,0,0
1406,0,0
1407,0,0
1408,180,92125
1409,180,92125
1410,180,92125
1411,180,92125
1412,0,0
1413,0,0
1414,0,0
1415,0,0
1416,0,0
1417,0,0
1418,0,0
1419,0,0
1420,0,0
1421,0,0
1422,0,0
1423,0,0
1424,0,0
1425,0,0
1426,0,0
1427,0,0
1428,0,0
1429,0,0
1430,0,0
1431,0,0
1432,0,0
1433,0,0
1434,0,0
1435,0,0
1436,0,0
1437,0,0
1438,100,338125
1439,100,338125
1440,100,338125
1441,100,338125
1442,100,338125
1443,100,338125
1444,100,338125
1445,50,546250
1446,50,546250
1447,50,546250
1448,50,546250
1449,50,546250
1450,50,546250
1451,50,546250
1452,50,546250
1453,50,546250
1454,50,546250
1455,50,546250
1456,50,546250
1457,50,546250
1458,50,546250
1459,50,546250
1460,50,546250
1461,50,546250
1462,50,546250
1463,50,546250
1464,50,546250
1465,0,0
1466,0,0
1467,0,0
1468,0,0
1469,0,0
1470,0,0
1471,0,0
1472,0,0
1473,0,0
1474,0,0
1475,0,0
1476,0,0
1477,0,0
1478,0,0
1479,0,0
1480,101.7,53000
1481,180,92125
1482,180,92125
1483,180,92125
1484,180,131250
1485,0,0
1486,0,0
1487,0,0
1488,0,0
1489,0,0
1490,0,0
1491,0,0
1492,0,0
1493,0,0
1494,0,0
1495,0,0
1496,0,0
1497,0,0
1498,0,0
1499,0,0
1500,0,0
1501,0,0
1502,0,0
1503,0,0
1504,0,0
1505,0,0
1506,0,0
1507,0,0
1508,0,0
1509,0,0
1510,0,0
1511,100,338125
1512,100,338125
1513,100,338125
1514,100,338125
1515,100,338125
1516,100,338125
1517,100,338125
1518,100,338125
1519,100,338125
1520,100,338125
1521,50,546250
1522,50,546250
1523,50,546250
1524,50,546250
1525,50,546250
1526,50,546250
1527,50,546250
1528,50,546250
1529,50,546250
1530,50,546250
1531,50,546250
1532,50,546250
1533,50,546250
1534,50,546250
1535,50,546250
1536,50,546250
1537,50,546250
1538,0,0
1539,0,0
1540,0,0
1541,0,0
1542,0,0
1543,0,0
1544,0,0
1545,0,0
1546,0,0
1547,0,0
1548,0,0
1549,0,0
1550,0,0
1551,0,0
1552,0,0
1553,101.7,53000
1554,180,92125
1555,180,92125
1556,180,131250
1557,180,131250
1558,0,0
1559,0,0
1560,0,0
1561,0,0
1562,0,0
1563,0,0
1564,0,0
1565,0,0
1566,0,0
1567,0,0
1568,0,0
1569,0,0
1570,0,0
1571,0,0
1572,0,0
1573,0,0
1574,0,0
1575,0,0
1576,0,0
1577,0,0
1578,0,0
1579,0,0
1580,0,0
1581,0,0
1582,0,0
1583,0,0
1584,100,130000
1585,100,338125
1586,100,130000
1587,100,130000
1588,100,338125
1589,100,338125
1590,100,338125
1591,100,338125
1592,100,338125
1593,100,338125
1594,100,338125
1595,50,546250
1596,50,546250
1597,50,546250
1598,50,546250
1599,50,546250
1600,50,546250
1601,50,546250
1602,50,546250
1603,50,546250
1604,50,546250
1605,50,546250
1606,50,546250
1607,50,546250
1608,50,546250
1609,50,546250
1610,50,546250
1611,50,546250
1612,0,0
1613,0,0
1614,0,0
1615,0,0
1616,0,0
1617,0,0
1618,0,0
1619,0,0
1620,0,0
1621,0,0
1622,0,0
1623,0,0
1624,0,0
1625,0,0
1626,0,0
1627,101.7,53000
1628,180,92125
1629,180,131250
1630,180,131250
1631,180,131250
1632,0,0
1633,0,0
1634,0,0
1635,0,0
1636,0,0
1637,0,0
1638,0,0
1639,0,0
1640,0,0
1641,0,0
1642,0,0
1643,0,0
1644,0,0
1645,0,0
1646,0,0
1647,0,0
1648,0,0
1649,0,0
1650,0,0
1651,0,0
1652,0,0
1653,0,0
1654,0,0
1655,0,0
1656,0,0
1657,0,0
1658,0,0
1659,100,130000
1660,100,130000
1661,100,130000
1662,100,130000
1663,100,130000
1664,100,130000
1665,100,338125
1666,100,338125
1667,100,338125
1668,100,338125
1669,50,546250
1670,50,546250
1671,50,546250
1672,50,546250
1673,50,546250
1674,50,546250
1675,50,546250
1676,50,546250
1677,50,546250
1678,50,546250
1679,50,546250
1680,50,546250
1681,50,546250
1682,50,546250
1683,0,0
1684,0,0
1685,0,0
1686,0,0
1687,0,0
1688,0,0
1689,0,0
1690,0,0
1691,0,0
1692,0,0
1693,0,0
1694,0,0
1695,0,0
1696,0,0
1697,0,0
1698,0,0
1699,0,0
1700,0,0
1701,0,0
1702,180,131250
1703,180,131250
1704,180,131250
1705,180,131250
1706,180,131250
1707,0,0
1708,0,0
1709,0,0
1710,0,0
1711,0,0
1712,0,0
1713,0,0
1714,0,0
1715,0,0
1716,0,0
1717,0,0
1718,0,0
1719,0,0
1720,0,0
1721,0,0
1722,0,0
1723,0,0
1724,0,0
1725,0,0
1726,0,0
1727,0,0
1728,0,0
1729,0,0
1730,0,0
1731,0,0
1732,0,0
1733,100,130000
1734,100,130000
1735,100,130000
1736,100,130000
1737,0,0
1738,0,0
1739,0,0
1740,0,0
1741,0,0
1742,0,0
1743,50,546250
1744,50,546250
1745,50,546250
1746,50,546250
1747,50,546250
1748,50,546250
1749,50,546250
1750,50,546250
1751,50,546250
1752,50,546250
1753,50,546250
1754,50,546250
1755,50,546250
1756,50,546250
1757,50,546250
1758,50,546250
1759,50,546250
1760,0,0
1761,0,0
1762,0,0
1763,0,0
1764,0,0
1765,0,0
1766,0,0
1767,0,0
1768,0,0
1769,0,0
1770,0,0
1771,0,0
1772,0,0
1773,0,0
1774,0,0
1775,0,0
1776,0,0
1777,0,0
1778,180,131250
1779,180,131250
1780,180,131250
1781,180,131250
1782,180,131250
1783,0,0
1784,0,0
1785,0,0
1786,0,0
1787,0,0
1788,0,0
1789,0,0
1790,0,0
1791,0,0
1792,0,0
1793,0,0
1794,0,0
1795,0,0
1796,0,0
1797,0,0
1798,0,0
1799,0,0
1800,0,0
1801,0,0
1802,0,0
1803,0,0
1804,0,0
1805,0,0
1806,0,0
1807,0,0
1808,0,0
1809,100,130000
1810,100,130000
1811,100,130000
1812,100,130000
1813,0,0
1814,0,0
1815,0,0
1816,0,0
1817,0,0
1818,0,0
1819,0,0
1820,0,0
1821,0,0
1822,0,0
1823,0,0
1824,0,0
1825,50,546250
1826,50,546250
1827,50,546250
1828,50,546250
1829,50,546250
1830,50,546250
1831,50,546250
1832,50,546250
1833,50,546250
1834,50,546250
1835,50,546250
1836,50,546250
1837,0,0
1838,0,0
1839,0,0
1840,0,0
1841,0,0
1842,0,0
1843,0,0
1844,0,0
1845,0,0
1846,0,0
1847,50,546250
1848,50,546250
1849,50,546250
1850,0,0
1851,0,0
1852,0,0
1853,0,0
1854,180,131250
1855,180,131250
1856,180,131250
1857,180,131250
1858,180,131250
1859,180,131250
1860,0,0
1861,0,0
1862,0,0
1863,180,131250
1864,180,131250
1865,0,0
1866,0,0
1867,0,0
1868,0,0
1869,0,0
1870,0,0
1871,0,0
1872,0,0
1873,0,0
1874,0,0
1875,0,0
1876,0,0
1877,0,0
1878,0,0
1879,0,0
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,100,130000
1885,100,130000
1886,100,130000
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,50,546250
1904,50,546250
1905,50,546250
1906,50,546250
1907,50,546250
1908,50,546250
1909,50,546250
1910,50,546250
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,50,546250
1920,50,546250
1921,50,546250
1922,50,546250
1923,50,546250
1924,50,546250
1925,0,0
1926,0,0
1927,180,131250
1928,180,131250
1929,180,131250
1930,180,131250
1931,180,131250
1932,180,131250
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,180,131250
1939,180,131250
1940,180,131250
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,100,130000
1960,100,130000
1961,100,130000
1962,100,130000
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,50,546250
1981,50,546250
1982,50,546250
1983,50,546250
1984,50,546250
1985,50,546250
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,180,131250
1995,180,338750
1996,180,338750
1997,180,131250
1998,180,131250
1999,180,131250
2000,180,131250
2001,180,131250
2002,180,131250
2003,180,131250
2004,180,131250
2005,180,131250
2006,180,131250
2007,180,131250
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,180,131250
2015,180,131250
2016,180,131250
2017,0,0
2018,0,0
2019,0,0
2020,0,0
2021,0,0
2022,0,0
2023,0,0
2024,0,0
2025,0,0
2026,0,0
2027,0,0
2028,0,0
2029,0,0
2030,0,0
2031,0,0
